dest_plate,dest_row,dest_col,dest_well,fwd_idx,rev_idx,fwd_source_well,rev_source_well,well_type,strain1,strain2
9,E,18,E18,14,84,C5,P2,pair,N3,K2
9,E,19,E19,49,36,I3,H2,pair,N3,O18
9,E,20,E20,91,16,O15,D10,pair,C12,E14
9,E,21,E21,57,44,I19,H18,pair,C8,C19
9,E,22,E22,19,26,C15,F6,pair,F17,O21
9,E,23,E23,5,67,A11,L16,pair,P11,A6
9,F,2,F2,62,13,K5,D4,pair,B12,P14
9,F,3,F3,28,89,E9,P12,pair,D6,B12
9,F,4,F4,33,81,E19,N20,pair,C3,G8
9,F,5,F5,17,76,C11,N10,pair,P1,L23
9,F,6,F6,48,9,I1,B20,pair,K11,O17
9,F,7,F7,69,51,K19,J8,pair,A20,K2
9,F,8,F8,2,87,A5,P8,pair,B15,G5
9,F,9,F9,82,35,M21,F24,pair,M23,M14
9,F,10,F10,37,39,G3,H8,pair,A20,F19
9,F,11,F11,25,69,E3,L20,pair,N24,F16
9,F,12,F12,26,42,E5,H14,pair,H20,F16
9,F,13,F13,44,45,G17,H20,pair,D20,E3
9,F,14,F14,67,37,K15,H4,pair,P20,P16
9,F,15,F15,6,28,A13,F10,pair,D15,O18
9,F,16,F16,29,87,E11,P8,pair,N23,G8
9,F,17,F17,16,31,C9,F16,pair,B12,N10
9,F,18,F18,77,2,M11,B6,pair,D15,J5
9,F,19,F19,83,84,M23,P2,pair,K3,K8
9,F,20,F20,35,67,E23,L16,pair,C3,C20
9,F,21,F21,1,95,A3,P24,pair,K15,C3
9,F,22,F22,41,55,G11,J16,pair,B24,C11
9,F,23,F23,91,61,O15,L4,pair,F13,A11
9,G,2,G2,76,29,M9,F12,pair,J18,P23
9,G,3,G3,81,54,M19,J14,pair,F13,O18
9,G,4,G4,12,47,C1,H24,pair,O7,H20
9,G,5,G5,65,20,K11,D18,pair,C3,D13
9,G,6,G6,38,32,G5,F18,pair,G17,C3
9,G,7,G7,10,66,A21,L14,pair,I19,O10
9,G,8,G8,68,35,K17,F24,pair,E3,O18
9,G,9,G9,7,13,A15,D4,pair,A11,O18
9,G,10,G10,58,24,I21,F2,pair,D20,P23
9,G,11,G11,28,8,E9,B18,pair,C11,G5
9,G,12,G12,71,28,K23,F10,pair,O17,E14
9,G,13,G13,29,19,E11,D16,pair,K6,N21
9,G,14,G14,29,95,E11,P24,pair,P8,C20
9,G,15,G15,54,11,I13,B24,pair,J18,P16
9,G,16,G16,41,29,G11,F12,pair,F2,A20
9,G,17,G17,64,15,K9,D8,pair,N24,E3
9,G,18,G18,46,54,G21,J14,pair,C14,G8
9,G,19,G19,65,60,K11,L2,pair,D20,O18
9,G,20,G20,52,42,I9,H14,pair,K3,O18
9,G,21,G21,59,86,I23,P6,pair,K11,D13
9,G,22,G22,23,9,C23,B20,pair,D15,M14
9,G,23,G23,25,35,E3,F24,pair,J18,N13
9,H,2,H2,71,43,K23,H16,pair,A19,C19
9,H,3,H3,56,64,I17,L10,pair,I19,C19
9,H,4,H4,54,0,I13,B2,pair,P23,F19
9,H,5,H5,63,39,K7,H8,pair,I19,N3
9,H,6,H6,77,55,M11,J16,pair,K10,O5
9,H,7,H7,0,45,A1,H20,pair,O24,J22
9,H,8,H8,9,90,A19,P14,pair,K11,M14
9,H,9,H9,14,5,C5,B12,pair,C8,B15
9,H,10,H10,54,64,I13,L10,pair,B4,B12
9,H,11,H11,36,68,G1,L18,pair,F2,A6
9,H,12,H12,24,13,E1,D4,pair,F17,C12
9,H,13,H13,8,90,A17,P14,pair,N23,A20
9,H,14,H14,55,3,I15,B8,pair,L23,O5
9,H,15,H15,42,78,G13,N14,pair,B7,G5
9,H,16,H16,36,18,G1,D14,pair,I19,D11
9,H,17,H17,65,14,K11,D6,pair,O17,N15
9,H,18,H18,39,51,G7,J8,pair,P20,D11
9,H,19,H19,86,63,O5,L8,pair,G8,O18
9,H,20,H20,39,67,G7,L16,pair,B4,N13
9,H,21,H21,49,62,I3,L6,pair,A5,C20
9,H,22,H22,18,30,C13,F14,pair,N21,L24
9,H,23,H23,0,68,A1,L18,pair,F19,L11
9,I,2,I2,3,44,A7,H18,pair,K15,C15
9,I,3,I3,59,0,I23,B2,pair,N24,A6
9,I,4,I4,93,29,O19,F12,pair,P8,K2
9,I,5,I5,76,91,M9,P16,pair,D20,E14
9,I,6,I6,89,14,O11,D6,pair,K15,O18
9,I,7,I7,9,15,A19,D8,pair,K17,L19
9,I,8,I8,88,10,O9,B22,pair,D13,O18
9,I,9,I9,45,76,G19,N10,pair,B24,P20
9,I,10,I10,40,24,G9,F2,pair,B7,D13
9,I,11,I11,80,73,M17,N4,pair,J18,K2
9,I,12,I12,0,76,A1,N10,pair,C19,P14
9,I,13,I13,15,23,C7,D24,pair,G17,L6
9,I,14,I14,25,8,E3,B18,pair,K6,E14
9,I,15,I15,20,39,C17,H8,pair,L23,F2
9,I,16,I16,89,25,O11,F4,pair,F2,F16
9,I,17,I17,77,82,M11,N22,pair,P8,E24
9,I,18,I18,63,33,K7,F20,pair,O17,K6
9,I,19,I19,48,34,I1,F22,pair,F19,N15
9,I,20,I20,90,6,O13,B14,pair,D20,D13
9,I,21,I21,78,68,M13,L18,pair,B24,K3
9,I,22,I22,55,91,I15,P16,pair,J18,N10
9,I,23,I23,49,25,I3,F4,pair,B4,A11
9,J,2,J2,33,15,E19,D8,pair,F17,M12
9,J,3,J3,60,86,K1,P6,pair,I19,D20
9,J,4,J4,92,56,O17,J18,pair,O17,L19
9,J,5,J5,73,46,M3,H22,pair,M12,F13
9,J,6,J6,8,39,A17,H8,pair,P13,C11
9,J,7,J7,57,28,I19,F10,pair,P23,M12
9,J,8,J8,90,51,O13,J8,pair,J24,P20
9,J,9,J9,64,86,K9,P6,pair,K3,D7
9,J,10,J10,86,62,O5,L6,pair,N23,O21
9,J,11,J11,61,25,K3,F4,pair,K15,P17
9,J,12,J12,1,42,A3,H14,pair,O24,O5
9,J,13,J13,7,59,A15,J24,pair,A19,P11
9,J,14,J14,63,78,K7,N14,pair,G8,O18
9,J,15,J15,45,43,G19,H16,pair,L6,P14
9,J,16,J16,80,74,M17,N6,pair,K15,K6
9,J,17,J17,77,29,M11,F12,pair,P1,B15
9,J,18,J18,73,81,M3,N20,pair,C20,N13
9,J,19,J19,29,38,E11,H6,pair,A6,O18
9,J,20,J20,20,67,C17,L16,pair,K11,J22
9,J,21,J21,46,4,G21,B10,pair,N3,A11
9,J,22,J22,31,8,E15,B18,pair,K3,E14
9,J,23,J23,12,38,C1,H6,pair,P11,M14
9,K,2,K2,38,46,G5,H22,pair,N21,P16
9,K,3,K3,26,29,E5,F12,pair,B7,P17
9,K,4,K4,18,85,C13,P4,pair,B15,E14
9,K,5,K5,2,91,A5,P16,pair,P16,P17
9,K,6,K6,89,18,O11,D14,pair,C3,B15
9,K,7,K7,55,15,I15,D8,pair,L23,P14
9,K,8,K8,52,45,I9,H20,pair,C3,K2
9,K,9,K9,22,9,C21,B20,pair,P16,N14
9,K,10,K10,45,14,G19,D6,pair,E24,F13
9,K,11,K11,79,18,M15,D14,pair,N3,E24
9,K,12,K12,85,48,O3,J2,pair,O24,A19
9,K,13,K13,16,22,C9,D22,pair,M23,J2
9,K,14,K14,46,87,G21,P8,pair,J22,G8
9,K,15,K15,84,44,O1,H18,pair,D6,N23
9,K,16,K16,91,54,O15,J14,pair,F17,P17
9,K,17,K17,8,60,A17,L2,pair,B15,M14
9,K,18,K18,70,1,K21,B4,pair,J24,C15
9,K,19,K19,17,9,C11,B20,pair,L6,O5
9,K,20,K20,80,48,M17,J2,pair,N23,E24
9,K,21,K21,94,28,O21,F10,pair,N23,C15
9,K,22,K22,54,32,I13,F18,pair,P8,K8
9,K,23,K23,89,23,O11,D24,pair,N23,F13
9,L,2,L2,84,86,O1,P6,pair,B4,J2
9,L,3,L3,84,79,O1,N16,pair,N19,D3
9,L,4,L4,80,17,M17,D12,pair,N23,E3
9,L,5,L5,21,30,C19,F14,pair,N24,O17
9,L,6,L6,29,82,E11,N22,pair,F17,E24
9,L,7,L7,85,84,O3,P2,pair,J18,L19
9,L,8,L8,2,66,A5,L14,pair,P23,A19
9,L,9,L9,89,56,O11,J18,pair,F13,J22
9,L,10,L10,78,13,M13,D4,pair,B7,F2
9,L,11,L11,48,95,I1,P24,pair,P1,O5
9,L,12,L12,13,90,C3,P14,pair,P11,K8
9,L,13,L13,62,76,K5,N10,pair,P23,F13
9,L,14,L14,64,65,K9,L12,pair,N3,A20
9,L,15,L15,29,59,E11,J24,pair,L24,O10
9,L,16,L16,68,75,K17,N8,pair,C11,C14
9,L,17,L17,3,40,A7,H10,pair,D20,M12
9,L,18,L18,69,10,K19,B22,pair,F7,F16
9,L,19,L19,61,40,K3,H10,pair,I19,A6
9,L,20,L20,81,91,M19,P16,pair,F19,O18
9,L,21,L21,16,76,C9,N10,pair,B15,M12
9,L,22,L22,43,37,G15,H4,pair,L23,P8
9,L,23,L23,60,61,K1,L4,pair,L23,P17
9,M,2,M2,32,86,E17,P6,pair,N3,H20
9,M,3,M3,64,37,K9,H4,pair,M12,C14
9,M,4,M4,77,58,M11,J22,pair,G5,K2
9,M,5,M5,94,49,O21,J4,pair,P23,M23
9,M,6,M6,5,68,A11,L18,pair,E3,M12
9,M,7,M7,0,35,A1,F24,pair,D1,N3
9,M,8,M8,55,89,I15,P12,pair,C3,N13
9,M,9,M9,93,72,O19,N2,pair,L19,D3
9,M,10,M10,85,11,O3,B24,pair,L19,G5
9,M,11,M11,48,12,I1,D2,pair,L23,P16
9,M,12,M12,71,7,K23,B16,pair,P13,L24
9,M,13,M13,16,69,C9,L20,pair,G17,P16
9,M,14,M14,25,39,E3,H8,pair,D1,C15
9,M,15,M15,89,85,O11,P4,pair,J18,C12
9,M,16,M16,72,89,M1,P12,pair,M12,B12
9,M,17,M17,26,55,E5,J16,pair,A5,D6
9,M,18,M18,24,11,E1,B24,pair,B7,P11
9,M,19,M19,65,23,K11,D24,pair,B4,O21
9,M,20,M20,56,91,I17,P16,pair,L6,K2
9,M,21,M21,76,90,M9,P14,mono,C14,C14
9,M,22,M22,4,87,A9,P8,pair,D6,F7
9,M,23,M23,4,47,A9,H24,pair,P8,D13
9,N,2,N2,25,62,E3,L6,pair,K3,O10
9,N,3,N3,27,88,E7,P10,pair,G17,F13
9,N,4,N4,38,28,G5,F10,pair,D6,C3
9,N,5,N5,55,83,I15,N24,pair,L6,F13
9,N,6,N6,61,11,K3,B24,pair,K6,M14
9,N,7,N7,44,40,G17,H10,mono,N10,N10
9,N,8,N8,63,66,K7,L14,pair,P11,C12
9,N,9,N9,37,17,G3,D12,pair,K11,D1
9,N,10,N10,39,33,G7,F20,pair,O5,O10
9,N,11,N11,82,9,M21,B20,pair,P1,A5
9,N,12,N12,28,80,E9,N18,pair,O10,G8
9,N,13,N13,61,37,K3,H4,pair,B7,P23
9,N,14,N14,0,62,A1,L6,pair,N14,D13
9,N,15,N15,17,44,C11,H18,pair,N24,J5
9,N,16,N16,22,67,C21,L16,pair,P16,C15
9,N,17,N17,43,16,G15,D10,pair,N21,D7
9,N,18,N18,2,78,A5,N14,pair,N24,N3
9,N,19,N19,29,1,E11,B4,pair,B12,C20
9,N,20,N20,25,38,E3,H6,pair,G8,P17
9,N,21,N21,82,41,M21,H12,pair,F19,B12
9,N,22,N22,72,37,M1,H4,pair,B7,L6
9,N,23,N23,42,46,G13,H22,pair,C19,N14
9,O,2,O2,14,81,C5,N20,pair,L6,D13
9,O,3,O3,32,85,E17,P4,pair,A19,O21
9,O,4,O4,29,42,E11,H14,pair,P20,M12
9,O,5,O5,74,10,M5,B22,pair,C8,N13
9,O,6,O6,33,47,E19,H24,pair,L11,P14
9,O,7,O7,65,3,K11,B8,pair,M23,K2
9,O,8,O8,61,46,K3,H22,pair,O24,N15
9,O,9,O9,77,25,M11,F4,pair,P8,N21
9,O,10,O10,62,8,K5,B18,pair,H20,E3
9,O,11,O11,77,7,M11,B16,pair,C12,G8
9,O,12,O12,19,51,C15,J8,pair,P16,O10
9,O,13,O13,44,8,G17,B18,pair,K15,F2
9,O,14,O14,0,34,A1,F22,pair,J24,E14
9,O,15,O15,4,25,A9,F4,pair,F17,M15
9,O,16,O16,59,56,I23,J18,pair,A19,H20
9,O,17,O17,67,72,K15,N2,pair,B12,O21
9,O,18,O18,30,65,E13,L12,pair,K3,J22
9,O,19,O19,50,54,I5,J14,pair,N19,O21
9,O,20,O20,28,57,E9,J20,pair,J24,O10
9,O,21,O21,95,17,O23,D12,pair,B24,D20
9,O,22,O22,17,84,C11,P2,pair,M23,G5
9,O,23,O23,44,49,G17,J4,pair,J24,O17
10,B,2,B2,31,70,E15,L22,pair,B7,P23
10,B,3,B3,0,49,A1,J4,pair,K11,N14
10,B,4,B4,29,5,E11,B12,pair,L23,E14
10,B,5,B5,79,21,M15,D20,pair,E3,P16
10,B,6,B6,56,9,I17,B20,pair,O24,N10
10,B,7,B7,63,90,K7,P14,pair,K6,K8
10,B,8,B8,13,74,C3,N6,pair,B4,J2
10,B,9,B9,41,89,G11,P12,pair,E24,A11
10,B,10,B10,41,83,G11,N24,pair,N23,C12
10,B,11,B11,85,58,O3,J22,pair,P23,O17
10,B,12,B12,79,26,M15,F6,pair,D20,G5
10,B,13,B13,73,67,M3,L16,pair,C8,H20
10,B,14,B14,74,71,M5,L24,pair,B24,C12
10,B,15,B15,72,23,M1,D24,pair,N24,F13
10,B,16,B16,73,50,M3,J6,pair,C11,M12
10,B,17,B17,52,44,I9,H18,pair,A20,A19
10,B,18,B18,64,94,K9,P22,pair,L19,B12
10,B,19,B19,79,89,M15,P12,pair,N21,K2
10,B,20,B20,50,36,I5,H2,pair,K15,B15
10,B,21,B21,53,3,I11,B8,pair,O24,A6
10,B,22,B22,69,83,K19,N24,pair,N24,B4
10,B,23,B23,68,10,K17,B22,pair,L23,K6
10,C,2,C2,2,16,A5,D10,pair,C3,P20
10,C,3,C3,81,38,M19,H6,pair,K6,O21
10,C,4,C4,25,12,E3,D2,pair,M23,K6
10,C,5,C5,92,21,O17,D20,pair,F2,P23
10,C,6,C6,40,36,G9,H2,pair,M23,L19
10,C,7,C7,93,68,O19,L18,pair,G17,B12
10,C,8,C8,36,70,G1,L22,pair,M23,M15
10,C,9,C9,1,51,A3,J8,pair,N3,C20
10,C,10,C10,10,9,A21,B20,pair,P23,K17
10,C,11,C11,65,54,K11,J14,pair,P1,P8
10,C,12,C12,54,69,I13,L20,pair,N23,B4
10,C,13,C13,42,9,G13,B20,pair,M15,N14
10,C,14,C14,76,50,M9,J6,pair,C3,C15
10,C,15,C15,48,92,I1,P18,pair,C8,K17
10,C,16,C16,26,83,E5,N24,pair,C11,F7
10,C,17,C17,36,26,G1,F6,pair,P13,G5
10,C,18,C18,95,42,O23,H14,pair,M23,J2
10,C,19,C19,60,5,K1,B12,pair,F19,J2
10,C,20,C20,67,75,K15,N8,pair,F2,N13
10,C,21,C21,80,93,M17,P20,pair,A5,P8
10,C,22,C22,61,63,K3,L8,pair,A11,N13
10,C,23,C23,17,34,C11,F22,mono,J5,J5
10,D,2,D2,76,57,M9,J20,pair,L23,C19
10,D,3,D3,16,56,C9,J18,pair,H20,N10
10,D,4,D4,7,26,A15,F6,pair,L23,L11
10,D,5,D5,22,54,C21,J14,pair,N19,K2
10,D,6,D6,50,80,I5,N18,pair,E24,F13
10,D,7,D7,14,10,C5,B22,pair,O5,P17
10,D,8,D8,16,38,C9,H6,pair,K15,N13
10,D,9,D9,17,54,C11,J14,pair,K6,N21
10,D,10,D10,75,74,M7,N6,pair,O7,M23
10,D,11,D11,60,8,K1,B18,pair,O10,N13
10,D,12,D12,53,36,I11,H2,pair,P1,L24
10,D,13,D13,33,13,E19,D4,pair,K10,J22
10,D,14,D14,5,11,A11,B24,pair,M15,F13
10,D,15,D15,86,21,O5,D20,pair,C14,F16
10,D,16,D16,51,48,I7,J2,pair,J18,O18
10,D,17,D17,4,73,A9,N4,pair,L24,K2
10,D,18,D18,39,71,G7,L24,pair,P16,K2
10,D,19,D19,90,27,O13,F8,pair,P23,D13
10,D,20,D20,94,74,O21,N6,pair,I19,G8
10,D,21,D21,54,75,I13,N8,pair,B15,E24
10,D,22,D22,94,33,O21,F20,pair,C20,P17
10,D,23,D23,34,24,E21,F2,pair,L24,E14
10,E,2,E2,76,68,M9,L18,pair,G17,F19
10,E,3,E3,41,73,G11,N4,pair,K15,F19
10,E,4,E4,17,32,C11,F18,pair,N10,K8
10,E,5,E5,78,95,M13,P24,pair,L23,N21
10,E,6,E6,77,74,M11,N6,pair,D7,E14
10,E,7,E7,71,53,K23,J12,mono,F16,F16
10,E,8,E8,13,64,C3,L10,pair,J24,C3
10,E,9,E9,29,91,E11,P16,pair,A5,A11
10,E,10,E10,23,25,C23,F4,pair,F2,O18
10,E,11,E11,38,57,G5,J20,pair,P8,J22
10,E,12,E12,48,64,I1,L10,pair,C15,J2
10,E,13,E13,66,70,K13,L22,pair,N15,J2
10,E,14,E14,2,36,A5,H2,pair,F17,B15
10,E,15,E15,51,34,I7,F22,pair,A5,K10
10,E,16,E16,73,71,M3,L24,pair,K8,D3
10,E,17,E17,93,28,O19,F10,mono,K10,K10
10,E,18,E18,89,90,O11,P14,pair,F7,O21
10,E,19,E19,14,62,C5,L6,pair,E3,G5
10,E,20,E20,17,87,C11,P8,pair,B4,H20
10,E,21,E21,30,79,E13,N16,pair,D6,N23
10,E,22,E22,94,64,O21,L10,pair,N23,H20
10,E,23,E23,80,78,M17,N14,pair,E3,D15
10,F,2,F2,72,29,M1,F12,pair,C12,J22
10,F,3,F3,42,93,G13,P20,pair,D6,A6
10,F,4,F4,14,65,C5,L12,pair,B4,A19
10,F,5,F5,60,69,K1,L20,pair,K11,K17
10,F,6,F6,12,93,C1,P20,pair,P23,L6
10,F,7,F7,53,64,I11,L10,pair,B24,N3
10,F,8,F8,77,38,M11,H6,pair,J18,L6
10,F,9,F9,82,29,M21,F12,pair,A19,B15
10,F,10,F10,10,26,A21,F6,pair,M12,F7
10,F,11,F11,88,65,O9,L12,pair,J22,K2
10,F,12,F12,59,26,I23,F6,pair,B15,D7
10,F,13,F13,20,52,C17,J10,pair,P8,M15
10,F,14,F14,75,4,M7,B10,pair,B24,O18
10,F,15,F15,42,19,G13,D16,pair,J24,N10
10,F,16,F16,7,89,A15,P12,pair,M12,C14
10,F,17,F17,60,9,K1,B20,pair,P20,O21
10,F,18,F18,78,4,M13,B10,pair,J18,P20
10,F,19,F19,88,20,O9,D18,pair,I19,A11
10,F,20,F20,79,29,M15,F12,pair,K10,C12
10,F,21,F21,66,24,K13,F2,pair,P1,P20
10,F,22,F22,71,4,K23,B10,pair,P23,F16
10,F,23,F23,74,45,M5,H20,pair,F2,G8
10,G,2,G2,3,58,A7,J22,pair,F17,C19
10,G,3,G3,12,54,C1,J14,pair,F19,K8
10,G,4,G4,65,42,K11,H14,pair,O5,C19
10,G,5,G5,10,23,A21,D24,pair,O7,J2
10,G,6,G6,12,76,C1,N10,pair,K11,D6
10,G,7,G7,89,76,O11,N10,pair,K6,D3
10,G,8,G8,92,94,O17,P22,pair,C14,A11
10,G,9,G9,24,75,E1,N8,pair,F2,B15
10,G,10,G10,78,28,M13,F10,pair,B15,N13
10,G,11,G11,27,64,E7,L10,pair,C8,C20
10,G,12,G12,9,35,A19,F24,pair,N24,D6
10,G,13,G13,53,18,I11,D14,pair,K8,P17
10,G,14,G14,56,57,I17,J20,pair,C19,E14
10,G,15,G15,28,36,E9,H2,pair,G17,G8
10,G,16,G16,8,91,A17,P16,pair,F2,O17
10,G,17,G17,92,60,O17,L2,pair,B15,D3
10,G,18,G18,79,94,M15,P22,pair,P23,M12
10,G,19,G19,82,37,M21,H4,pair,O21,F13
10,G,20,G20,48,59,I1,J24,pair,P1,G8
10,G,21,G21,81,85,M19,P4,pair,L23,P16
10,G,22,G22,93,34,O19,F22,pair,N23,D1
10,G,23,G23,35,10,E23,B22,pair,I19,N23
10,H,2,H2,32,45,E17,H20,pair,A19,L24
10,H,3,H3,27,56,E7,J18,pair,B24,M23
10,H,4,H4,58,87,I21,P8,pair,B7,J18
10,H,5,H5,59,65,I23,L12,pair,K11,G8
10,H,6,H6,52,69,I9,L20,pair,P8,C3
10,H,7,H7,95,68,O23,L18,pair,O24,K8
10,H,8,H8,55,78,I15,N14,pair,D15,L11
10,H,9,H9,27,68,E7,L18,pair,K10,O10
10,H,10,H10,58,25,I21,F4,pair,O24,P14
10,H,11,H11,61,71,K3,L24,pair,N3,K6
10,H,12,H12,39,11,G7,B24,pair,D13,G8
10,H,13,H13,55,25,I15,F4,pair,P23,D11
10,H,14,H14,93,91,O19,P16,pair,K11,N13
10,H,15,H15,22,28,C21,F10,pair,K11,C15
10,H,16,H16,42,8,G13,B18,pair,D11,J5
10,H,17,H17,72,88,M1,P10,pair,I19,K6
10,H,18,H18,63,84,K7,P2,pair,H20,J2
10,H,19,H19,7,42,A15,H14,pair,M15,J22
10,H,20,H20,69,0,K19,B2,pair,K11,C3
10,H,21,H21,22,58,C21,J22,pair,N19,N13
10,H,22,H22,26,22,E5,D22,pair,P8,E3
10,H,23,H23,92,9,O17,B20,pair,N21,J5
10,I,2,I2,56,88,I17,P10,pair,G17,P14
10,I,3,I3,66,27,K13,F8,pair,G17,M23
10,I,4,I4,29,40,E11,H10,pair,A20,D3
10,I,5,I5,61,0,K3,B2,pair,P1,E3
10,I,6,I6,94,65,O21,L12,pair,O10,J22
10,I,7,I7,25,77,E3,N12,pair,N10,N13
10,I,8,I8,86,54,O5,J14,pair,P16,F13
10,I,9,I9,66,60,K13,L2,pair,C3,O18
10,I,10,I10,84,43,O1,H16,pair,M12,D13
10,I,11,I11,65,38,K11,H6,pair,O17,C11
10,I,12,I12,84,27,O1,F8,pair,A5,P11
10,I,13,I13,29,74,E11,N6,pair,K6,C12
10,I,14,I14,64,36,K9,H2,pair,P16,N13
10,I,15,I15,11,57,A23,J20,pair,L19,J2
10,I,16,I16,80,7,M17,B16,pair,L23,A20
10,I,17,I17,2,38,A5,H6,pair,D11,N14
10,I,18,I18,3,47,A7,H24,pair,O7,N21
10,I,19,I19,5,26,A11,F6,pair,K6,C20
10,I,20,I20,24,94,E1,P22,pair,O17,M14
10,I,21,I21,74,94,M5,P22,pair,L23,P23
10,I,22,I22,16,6,C9,B14,pair,B4,C12
10,I,23,I23,64,56,K9,J18,pair,G17,N3
10,J,2,J2,25,0,E3,B2,pair,K17,A20
10,J,3,J3,70,57,K21,J20,pair,N24,D1
10,J,4,J4,3,33,A7,F20,pair,F16,M14
10,J,5,J5,6,85,A13,P4,pair,D20,C3
10,J,6,J6,73,44,M3,H18,pair,P16,G8
10,J,7,J7,14,61,C5,L4,pair,B7,C12
10,J,8,J8,58,3,I21,B8,pair,B24,D13
10,J,9,J9,72,56,M1,J18,pair,C15,F16
10,J,10,J10,27,13,E7,D4,pair,O7,A11
10,J,11,J11,47,55,G23,J16,pair,K10,J18
10,J,12,J12,35,11,E23,B24,pair,D20,C19
10,J,13,J13,6,84,A13,P2,pair,P11,N14
10,J,14,J14,25,46,E3,H22,pair,B15,D13
10,J,15,J15,72,62,M1,L6,pair,C11,P14
10,J,16,J16,50,66,I5,L14,pair,B15,C20
10,J,17,J17,14,22,C5,D22,pair,O17,P16
10,J,18,J18,93,47,O19,H24,pair,O17,M12
10,J,19,J19,7,48,A15,J2,pair,A6,J5
10,J,20,J20,71,22,K23,D22,pair,D11,E14
10,J,21,J21,72,26,M1,F6,pair,D15,N13
10,J,22,J22,52,75,I9,N8,pair,N19,P14
10,J,23,J23,27,95,E7,P24,pair,O24,D3
10,K,2,K2,21,28,C19,F10,pair,P11,A11
10,K,3,K3,21,94,C19,P22,pair,O5,C20
10,K,4,K4,25,34,E3,F22,pair,L23,C12
10,K,5,K5,92,20,O17,D18,pair,D11,K8
10,K,6,K6,76,61,M9,L4,pair,P20,D3
10,K,7,K7,15,80,C7,N18,pair,I19,J22
10,K,8,K8,37,24,G3,F2,pair,C3,E14
10,K,9,K9,5,83,A11,N24,pair,L11,P17
10,K,10,K10,49,83,I3,N24,pair,P20,G8
10,K,11,K11,27,2,E7,B6,pair,B24,K8
10,K,12,K12,83,95,M23,P24,pair,N15,P17
10,K,13,K13,26,88,E5,P10,pair,B4,O5
10,K,14,K14,49,77,I3,N12,pair,N23,C19
10,K,15,K15,23,45,C23,H20,pair,D20,G5
10,K,16,K16,58,4,I21,B10,pair,K10,I19
10,K,17,K17,84,60,O1,L2,pair,O10,L11
10,K,18,K18,74,80,M5,N18,pair,G17,F19
10,K,19,K19,91,67,O15,L16,pair,G5,K8
10,K,20,K20,8,78,A17,N14,pair,M23,C14
10,K,21,K21,36,83,G1,N24,pair,E3,P17
10,K,22,K22,34,5,E21,B12,pair,A5,D15
10,K,23,K23,16,43,C9,H16,pair,C15,G8
10,L,2,L2,54,38,I13,H6,pair,O5,K17
10,L,3,L3,49,58,I3,J22,pair,P8,D15
10,L,4,L4,75,86,M7,P6,pair,F19,O10
10,L,5,L5,1,41,A3,H12,pair,O21,E24
10,L,6,L6,89,40,O11,H10,pair,L6,H20
10,L,7,L7,4,39,A9,H8,pair,E24,J2
10,L,8,L8,14,48,C5,J2,pair,A5,I19
10,L,9,L9,81,65,M19,L12,pair,N23,B12
10,L,10,L10,36,19,G1,D16,pair,K11,C20
10,L,11,L11,15,74,C7,N6,pair,G17,A6
10,L,12,L12,72,43,M1,H16,pair,F7,N13
10,L,13,L13,78,20,M13,D18,pair,K11,B12
10,L,14,L14,22,41,C21,H12,pair,K10,N10
10,L,15,L15,87,41,O7,H12,pair,P13,F17
10,L,16,L16,61,56,K3,J18,pair,A5,A6
10,L,17,L17,76,93,M9,P20,pair,E3,M14
10,L,18,L18,42,10,G13,B22,pair,P16,A11
10,L,19,L19,93,31,O19,F16,pair,G17,K3
10,L,20,L20,40,81,G9,N20,pair,N15,D3
10,L,21,L21,76,70,M9,L22,pair,G5,D3
10,L,22,L22,79,80,M15,N18,pair,H20,C20
10,L,23,L23,64,32,K9,F18,pair,D20,M15
10,M,2,M2,78,47,M13,H24,pair,P23,J22
10,M,3,M3,66,92,K13,P18,pair,J18,N3
10,M,4,M4,88,17,O9,D12,pair,C3,N21
10,M,5,M5,65,85,K11,P4,pair,O17,J5
10,M,6,M6,4,71,A9,L24,pair,L19,J5
10,M,7,M7,50,33,I5,F20,pair,J5,J2
10,M,8,M8,2,40,A5,H10,pair,D11,A6
10,M,9,M9,25,45,E3,H20,pair,K11,C3
10,M,10,M10,92,72,O17,N2,pair,M23,K2
10,M,11,M11,17,16,C11,D10,pair,B24,F7
10,M,12,M12,54,34,I13,F22,pair,O7,G5
10,M,13,M13,47,29,G23,F12,pair,K10,O18
10,M,14,M14,15,35,C7,F24,pair,G5,O10
10,M,15,M15,24,34,E1,F22,pair,G5,J22
10,M,16,M16,73,40,M3,H10,pair,N3,A11
10,M,17,M17,34,77,E21,N12,pair,C15,F13
10,M,18,M18,8,28,A17,F10,pair,P20,A11
10,M,19,M19,63,74,K7,N6,pair,N14,F7
10,M,20,M20,27,39,E7,H8,pair,A5,P13
10,M,21,M21,21,71,C19,L24,pair,C3,D13
10,M,22,M22,36,47,G1,H24,pair,J18,N21
10,M,23,M23,1,23,A3,D24,pair,K6,M14
10,N,2,N2,34,66,E21,L14,pair,P1,G5
10,N,3,N3,77,85,M11,P4,pair,K11,O10
10,N,4,N4,28,52,E9,J10,pair,G17,A11
10,N,5,N5,68,23,K17,D24,pair,D20,P8
10,N,6,N6,60,54,K1,J14,pair,K15,C19
10,N,7,N7,13,6,C3,B14,pair,L19,D11
10,N,8,N8,31,27,E15,F8,pair,B15,M15
